UID          PID    PPID  C STIME TTY          TIME CMD
rtkit        851       1  0 22:21 ?        00:00:00 /usr/libexec/rtkit-daemon
matthew      855     765  0 22:21 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
matthew      857     774  0 22:21 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
matthew      865     855  0 22:21 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
matthew      866     774  0 22:21 ?        00:00:00 /usr/libexec/gvfsd
matthew      880     774  0 22:21 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
matthew      927     774  0 22:21 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
matthew      977     774  0 22:21 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
matthew     1002     774  4 22:21 ?        00:01:19 /usr/bin/gnome-shell
matthew     1005     977  0 22:21 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
matthew     1016    1005  0 22:21 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
matthew     1039     774  0 22:21 ?        00:00:00 /usr/libexec/xdg-permission-store
matthew     1044     774  0 22:21 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
matthew     1050     774  0 22:21 ?        00:00:00 /usr/libexec/evolution-source-registry
matthew     1054     774  0 22:21 ?        00:00:00 /usr/libexec/dconf-service
matthew     1060     774  0 22:21 ?        00:00:00 /usr/libexec/goa-daemon
root        1061       1  0 22:21 ?        00:00:00 /usr/libexec/upowerd
matthew     1065     774  0 22:21 ?        00:00:00 /usr/libexec/evolution-calendar-factory
matthew     1085     774  0 22:21 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
matthew     1089     774  0 22:21 ?        00:00:00 /usr/libexec/goa-identity-service
matthew     1095     774  0 22:21 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
matthew     1106     774  0 22:21 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
matthew     1114     774  0 22:21 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
matthew     1122     774  0 22:21 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
matthew     1127     774  0 22:21 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
root        1131       1  0 22:21 ?        00:00:07 /usr/libexec/packagekitd
matthew     1138     866  0 22:21 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
matthew     1147     774  0 22:21 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
matthew     1149     774  0 22:21 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
matthew     1153     774  0 22:21 ?        00:00:00 sh -c /usr/bin/ibus-daemon --panel disable $([ "$XDG_SESSION_TYPE" = "x11" ] && echo "--xim")
matthew     1155     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-a11y-settings
matthew     1157    1153  0 22:21 ?        00:00:01 /usr/bin/ibus-daemon --panel disable
matthew     1158     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-color
matthew     1165     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-datetime
matthew     1167     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-housekeeping
matthew     1168     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-keyboard
matthew     1173     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-media-keys
matthew     1174     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-power
matthew     1179     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-print-notifications
matthew     1180     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-rfkill
matthew     1185     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
matthew     1187     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-sharing
matthew     1194     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-smartcard
matthew     1199     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-sound
matthew     1204     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-wacom
matthew     1216     977  0 22:21 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
matthew     1234     977  0 22:21 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
matthew     1278     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-printer
matthew     1291    1157  0 22:21 ?        00:00:00 /usr/libexec/ibus-memconf
matthew     1292    1157  0 22:21 ?        00:00:01 /usr/libexec/ibus-extension-gtk3
matthew     1297     774  0 22:21 ?        00:00:00 /usr/libexec/ibus-portal
matthew     1367    1157  0 22:21 ?        00:00:00 /usr/libexec/ibus-engine-simple
colord      1376       1  0 22:21 ?        00:00:00 /usr/libexec/colord
matthew     1385     774  0 22:21 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
matthew     1386     774  0 22:21 ?        00:00:00 /usr/libexec/xdg-desktop-portal
matthew     1394     774  0 22:21 ?        00:00:00 /usr/libexec/xdg-document-portal
root        1399    1394  0 22:21 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
matthew     1403     774  0 22:21 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
matthew     1428     774  0 22:21 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.ScreenSaver
matthew     1448     774  0 22:21 ?        00:00:00 /usr/libexec/gvfsd-metadata
matthew     1459    1002  0 22:21 ?        00:00:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:800:600:1:27:0:74:0:0
matthew     1467     774  0 22:21 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
matthew     1476    1002  0 22:21 ?        00:00:02 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.P0HB51 -listen 4 -listen 5 -displayfd 6 -initfd 7
matthew     1510     774  0 22:21 ?        00:00:00 /usr/libexec/gsd-xsettings
matthew     1538     774  0 22:21 ?        00:00:00 /usr/libexec/ibus-x11
root        1557       1  0 22:21 ?        00:00:00 /usr/libexec/ubuntu-advantage-desktop-daemon
matthew     1860     774  0 22:21 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
matthew     2021    1860  0 22:21 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
matthew     2040     977  0 22:22 ?        00:00:00 update-notifier
matthew     2325    1459  0 22:26 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
matthew     2326    2325  0 22:26 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
matthew     2331     774  0 22:26 ?        00:00:05 /usr/libexec/gnome-terminal-server
matthew     2349    2331  0 22:26 pts/0    00:00:00 bash
root        2360       2  0 22:27 ?        00:00:00 [kworker/0:1-events]
root        3851       2  0 22:36 ?        00:00:00 [kworker/u2:2-events_unbound]
matthew     3881    1002  1 22:38 ?        00:00:11 /snap/snap-store/638/usr/bin/snap-store
root        4075       1  0 22:38 ?        00:00:01 /usr/libexec/fwupd/fwupd
root        4113       1  0 22:38 ?        00:00:00 gpg-agent --homedir /var/lib/fwupd/gnupg --use-standard-socket --daemon
matthew     5445     774  0 22:40 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
matthew     5447     774  0 22:40 ?        00:00:00 /usr/bin/seahorse --gapplication-service
matthew     5538    1002  5 22:40 ?        00:00:38 /snap/firefox/2356/usr/lib/firefox/firefox
matthew     5712    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -parentBuildID 20230214170610 -prefsLen 18730 -prefMapSize 225528 -appDir /snap/firefox/2356/usr/lib/firefox/browser {28c34c8c-ffd2-4fe8-b4de-97486a9deea4} 5538 true socket
matthew     5749    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 21022 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {10ab89db-54e8-4c38-b5f4-daa816547495} 5538 true tab
matthew     5771    5538  0 22:40 ?        00:00:01 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 22183 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {b2d6926f-260f-4496-9b8c-50c28f5f301f} 5538 true tab
matthew     5818     774  0 22:40 ?        00:00:00 /usr/bin/snap userd
matthew     6333    5538  1 22:40 ?        00:00:09 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 5 -isForBrowser -prefsLen 29411 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {fb20606e-dadb-41d6-8f6e-ee66e9934f4b} 5538 true tab
matthew     6362    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 6 -isForBrowser -prefsLen 29551 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {f3cfbdba-b061-46de-8886-8bfff23e703b} 5538 true tab
matthew     6391    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 29885 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {c9a66aee-ce50-4641-9990-dc911a05fd55} 5538 true tab
matthew     6412    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -parentBuildID 20230214170610 -prefsLen 29885 -prefMapSize 225528 -appDir /snap/firefox/2356/usr/lib/firefox/browser {b99c5611-394b-4a58-9680-52a960a2df0e} 5538 true rdd
matthew     6414    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -parentBuildID 20230214170610 -sandboxingKind 0 -prefsLen 29885 -prefMapSize 225528 -appDir /snap/firefox/2356/usr/lib/firefox/browser {f244af8c-9ef2-4edf-b8b9-a633420ae6a7} 5538 true utility
matthew     6426    5538  0 22:40 ?        00:00:00 /snap/firefox/2356/usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 29885 -prefMapSize 225528 -jsInitLen 246560 -parentBuildID 20230214170610 -appDir /snap/firefox/2356/usr/lib/firefox/browser {19be313d-7814-42b5-82e1-9a2c98f1de7a} 5538 true tab
root        6912       2  0 22:46 ?        00:00:00 [kworker/0:0-cgroup_destroy]
matthew     6914     846  0 22:46 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
root        7103       2  0 22:50 ?        00:00:00 [kworker/u2:0-events_power_efficient]
matthew     7336     774  1 22:51 ?        00:00:01 /usr/bin/nautilus --gapplication-service
root        7390       2  0 22:52 ?        00:00:00 [kworker/0:2-events]
root        7395       2  0 22:52 ?        00:00:00 [kworker/u2:3]
matthew     7622    2349  0 22:52 pts/0    00:00:00 ps -ef

